Srno,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,URL,Votes
7921,Cabbage Tomato Pachadi Recipe,"1 Tomato - chopped,1 cup Cabbage (Patta Gobi/ Muttaikose) - chopped,1 tablespoon Chana dal (Bengal Gram Dal),1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,Asafoetida (hing) - A pinch,2 teaspoons Sunflower Oil,3 Dry Red Chillies,Tamarind - Small gooseberry size,Turmeric powder (Haldi) - A pinch,Salt - to taste,1 sprig Curry leaves",5,10,15,3,South Indian Recipes,Side Dish,Vegetarian,https://www.archanaskitchen.com/cabbage-tomato-pachadi-recipe,0
7922,Anhui Style Egg Dumpling Recipe,"2 Whole Eggs,1/2 inch Ginger - finely chopped,Black pepper powder - for seasoning,Salt - to taste,1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 Onion - finely chopped,1/4 cup Rice - boiled,1 tablespoon Soy sauce,1 tablespoon Red Chilli sauce,1/2 teaspoon Sugar,2 sprig Spring Onion (Bulb & Greens),Salt and Pepper - to taste,Sunflower Oil - for cooking",5,30,35,4,Chinese,Appetizer,Eggetarian,https://www.archanaskitchen.com/anhui-style-egg-dumpling-recipe,0
7923,Instant Sooji Oats Dhokla Recipe - Steamed Semolina & Oats Dhokla,"1 cup Sooji (Semolina/ Rava) - roasted,1/2 cup Instant Oats (Oatmeal),1/2 cup Curd (Dahi / Yogurt),1 teaspoons Enos fruit salt,Salt - to taste,Red Chilli powder - for sprinkling,1 tablespoons Sunflower Oil - plus extra oil for greasing,1/2 teaspoon Mustard seeds,1 teaspoon Sesame seeds (Til seeds),1/4 teaspoon SSP Asafoetida (Hing),2 Green Chillies - slit,5 Curry leaves,Fresh coconut - grated,Coriander (Dhania) Leaves - a few",20,30,50,6,Gujarati Recipes?,Snack,Vegetarian,http://www.archanaskitchen.com/oats-rava-dhokla-recipe-steamed-semolina-oat-cake,0
7924,"South Indian Kosambari Recipe With Raw Mango, Cucumber, Carrot & Beetroot","1/4 cup Chana dal (Bengal Gram Dal) - soaked in water for 3 hours,1/4 cup Carrot (Gajjar) - grated,1/4 cup Beetroot - grated,1/2 cup Cucumber - chopped,1/2 cup Mango (Raw) - grated,2 Green Chillies - finely chopped,1/4 cup Paneer (Homemade Cottage Cheese) - small cubes,1 tablespoon Fresh coconut - grated,Salt - to taste,1 teaspoon Sunflower Oil,1/2 tablespoon Mustard seeds,1 teaspoon White Urad Dal (Split),Asafoetida (hing) - a pinch,10-15 Curry leaves",15,15,30,4,South Indian Recipes,Side Dish,Vegetarian,http://www.archanaskitchen.com/cucumber-carrot-and-beetroot-kosambari-recipe-with-raw-mango-south-indian-mixed-vegetable-salad,0
7927,Chettinad Podalangai Vadai Recipe (Chettinad Style Snake Gourd Fritters),"1 cup Chana dal (Bengal Gram Dal),1/4 cup Yellow Moong Dal (Split),3 to 4 Dry Red Chillies,1 inch Ginger,1 teaspoon Fennel seeds (Saunf),1 Cinnamon Stick (Dalchini) - small,2 to 3 Cloves (Laung),1 cup Snake gourd (pudulangai) - finely chopped,2 to 3 Green Chillies - finely chopped,1 sprig Curry leaves,2 to 3 sprig Coriander (Dhania) Leaves - finely chopped",150,20,170,15,Chettinad,Snack,Vegetarian,http://www.archanaskitchen.com/chettinad-podalangai-vadai-recipe-chettinad-style-snake-gourd-fritters,0
7929,Amritsari dal recipe - Amritsari Dal (Recipe in Hindi),"1 cup black urad dal (split), 1/4 cup chana dal, 1 onion - finely chopped, 1 tomato - finely chopped, 2 green chillies - finely chopped, 1 inch ginger - grated, 2 long - finely chopped Take 1/2 teaspoon celery, 1/2 teaspoon red chili powder, 1/2 teaspoon garam masala powder, 1/2 teaspoon turmeric powder, 1 inch lentil sugar, salt - as per taste, oil - as per use",10,30,40,4,Punjabi,Lunch,High Protein Vegetarian,http://www.archanaskitchen.com/amritsari-dal-recipe-in-hindi,0
7931,Kerala Style Puttu Upma Recipe With Scrambled Eggs,"1 cup Rice puttu - or wheat puttu,1 Whole Egg,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Mustard seeds,1 sprig Curry leaves,1 pinch Turmeric powder (Haldi),2 Green Chilli - slit/cut,1/4 teaspoon Black Urad Dal (Split),2 teaspoon Sunflower Oil,Salt - to taste",5,15,20,2,Kerala Recipes,Snack,Eggetarian,http://www.archanaskitchen.com/kerala-style-puttu-upma-recipe-with-scrambled-eggs,0
7934,The Croque Madame Sandwich Recipe,"6 Whole Wheat Brown Bread,3 Whole Eggs,1/3 cup Cheese - grated or cheese slices,1 1/2 tablespoons Butter,1 1/2 tablespoons Whole Wheat Flour,1 cups Milk,2 teaspoons Dijon Mustard,1/4 teaspoon Nutmeg - ground,Salt and Pepper,Butter - for cooking the sandwiches",10,30,40,3,French,World Breakfast,Eggetarian,http://www.archanaskitchen.com/croque-madame-recipe-a-classic-french-breakfast-dish,0
7935,Recipe - Sprouted Green Moong with Tadka,"1 cup Green Moong Dal (Whole) - sprouted,1/2 cup Carrot (Gajjar) - grated,1/4 cup Fresh coconut - grated,1/3 cup Cucumber - finely chopped,2 Green Chillies - chopped,1 Onion - finely chopped,1/2 tablespoon Lemon juice,Coriander (Dhania) Leaves - chopped,Salt - to taste",10,5,15,4,South Indian Recipes,Side Dish,Diabetic Friendly,https://www.archanaskitchen.com/hesarukalu-bele-kosumbari-recipe-sprouted-green-moong-salad,0
7936,Fish Tikka Masala Skewer Recipe,"200 grams Fish fillet,1 teaspoon Lemon juice,2 tablespoon Curd (Dahi / Yogurt),Salt - to taste,1 teaspoon Kashmiri Red Chilli Powder,Coriander (Dhania) Leaves - as required,Mint Leaves (Pudina) - as required,1 Tablespoon Mustard oil,1 teaspoon Gram flour (besan),1/4 teaspoon Garam masala powder,Chaat Masala Powder - to taste",20,10,30,2,Punjabi,Appetizer,High Protein Non Vegetarian,http://www.archanaskitchen.com/fish-tikka-masala-skewer-recipe,0
7937, Dum Arbi (Recipe In Hindi),"300 ????? ???? - ?????? ????? ?? ???,2 ??? ????? ??? - ????? ???? ?? ???,2 ??? ????? ??? - ????? ?? ???,1/2 ?? ????? - ????? ???? ???,1 ??? ????? ??? ????? - ????? ???? ???,2 ???? ????? ???? ????? ?? ?????,1/4 ?? ????? - ????? ???? ???,1/2 ?? ???,???? - ???????,1/2 ??????,1/4 ???? ????? ????? ?????,1 ???? ????? ????? ?????,1 ???? ????? ??? ????? ?????,1/4 ???? ????? ??? ????? ?????,??? - ???????????,2 ??? ????? ??? ?????",15,30,45,2,North Indian Recipes,Dinner,Vegetarian,https://www.archanaskitchen.com/dum-arbi-recipe-in-hindi,0
7938,Methi Jowar Ragi Thalipeeth Recipe - Healthy Diabetic Friendly Recipe,"1 cup Methi Leaves (Fenugreek Leaves) - tighly packed,1 Onion - finely chopped,2 Green Chillies - finely chopped,1/2 cup Jowar Flour (Sorghum),1/2 cup Ragi Flour (Finger Millet/ Nagli),1/2 cup Gram flour (besan),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),2 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),Sunflower Oil - to smear,Salt - to taste",15,30,45,4,Maharashtrian Recipes,Indian Breakfast,Diabetic Friendly,http://www.archanaskitchen.com/methi-thalipeeth-recipe-maharashtrian-style-mixed-flour-flatbread-with-fenugreek-leaves,0
7939,Vellai / Jaggerya Dosa Recipe,"1 1/2 cups Whole Wheat Flour,3/4 cup Jaggery - powdered,2 1/2 cups Water,1/2 teaspoon Cardamom Powder (Elaichi),Ghee - for cooking the dosa",15,35,50,8,South Indian Recipes,South Indian Breakfast,Vegetarian,https://www.archanaskitchen.com/vellai-dosa-recipe-sweet-jaggery-dosa-recipe,0
7940,Paneer Kolhapuri Recipe (Cottage Cheese In Maharashtrian Gravy With Kolhapuri Masala),"200 grams Paneer (Homemade Cottage Cheese) - cubed,1 tablespoon Ginger Garlic Paste,1 Onion - finely chopped,3 Tomatoes - finely chopped,12 Cashew nuts,1/2 tablespoon Red Chilli powder - (adjust),1 teaspoon Turmeric powder (Haldi),Salt - to taste,Coriander (Dhania) Leaves - a few,1 tablespoon Kolhapuri Masala",15,25,40,8,Maharashtrian Recipes,Side Dish,High Protein Vegetarian,https://www.archanaskitchen.com/paneer-kolhapuri-recipe-cottage-cheese-in-maharashtrian-gravy-with-kolhapuri-masala,0
7944,Instant Masala Beans Idli Recipe,"1 cup Sooji (Semolina/ Rava) - roasted,2 teaspoon Sunflower Oil,1/4 cup Green beans (French Beans) - finely chopped,1/2 teaspoon Kala jeera,1 teaspoon Enos fruit salt,1 cup Curd (Dahi / Yogurt),Salt - to taste,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),1/2 inch Ginger,2 teaspoon White Urad Dal (Split) - (split black gram)",0,20,20,4,South Indian Recipes,South Indian Breakfast,Vegetarian,https://www.archanaskitchen.com/instant-masala-beans-idli-recipe,0
7946,Grilled Eggplant With Spirulina Basil Pesto and Tofu Recipe,"1 Brinjal (Baingan / Eggplant) - cut into roundels,4 tablespoons Tofu - cut into cubes,1 cup Basil leaves,1/2 cup Mint Leaves (Pudina),1 tablespoon Spirulina,1/2 cup Badam (Almond) - blanched ,4 cloves Garlic,1/2 cup Tofu,1 teaspoon Black pepper powder,2 teaspoon Salt,1/4 cup Extra Virgin Olive Oil,1 Onion - sliced,1 Yellow Bell Pepper (Capsicum) - sliced,1 Green Bell Pepper (Capsicum) - sliced,1/2 teaspoon Black pepper powder,4 cloves Garlic - chopped,1 inch Ginger - chopped,2 teaspoon Red Chilli sauce,1 tablespoon Extra Virgin Olive Oil",10,30,40,4,Continental,Appetizer,Vegetarian,https://www.archanaskitchen.com/grilled-eggplant-with-italian-herbs-recipe,0
7947,Arbi Ke Patte Ke Pakode - Colocasia Leaf Rolls Recipe,"2 cups Gram flour (besan),10 Colocasia Leaves (Arbi) - medium size,1/2 teaspoon Red Chilli powder,1/2 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin powder (Jeera),2 teaspoon Ginger Garlic Paste,Salt - to taste,Water - as needed,Chaat Masala Powder - to sprinkle,Lemon wedges - for garnish,Sunflower Oil - to cook",20,40,60,5,Maharashtrian Recipes,Snack,Vegetarian,https://www.archanaskitchen.com/arbi-ke-patte-ke-pakode-colocasia-leaf-rolls-recipe,0
7950,Mexican Vegetarian Fajitas Recipe,"1 Green bell peppers - sliced,1 Yellow Bell Pepper (Capsicum) - sliced,1 Red Bell pepper (Capsicum) - sliced,1 Onion - sliced,1 teaspoon Cumin powder (Jeera),1 teaspoon Black pepper powder,2 teaspoon Paprika powder,1 tablespoon Dried Thyme Leaves,Salt - to taste,1 cup Rajma (Large Kidney Beans) - soaked overnight,1 Onion - sliced,2 Tomatoes - chopped,1 teaspoon Dried oregano,2 tablespoon Cumin powder (Jeera),2 tablespoon Paprika powder,1 teaspoon Black pepper powder,Salt,Sunflower Oil,4 Tortillas - to serve,Tomato Salsa - to serve,Sour cream - to serve,Guacamole - to serve,Cheddar cheese - to serve",10,25,35,4,Mexican,Main Course,Vegetarian,http://www.archanaskitchen.com/mexican-vegetarian-fajitas-recipe,0
7951,Sprouted Horse Gram Thoran Recipe - No Onion No Garlic,"250 grams Horse Gram Dal (Kollu/ Kulith) - Sprouted,1/2 cup Fresh coconut - grated,1 Green Chilli,1 teaspoon Cumin seeds (Jeera),1/2 inch Ginger,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,Salt - to taste,1 Tomato - chopped - optional",10,15,25,4,Kerala Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/sprouted-horsegram-thoran-recipe-no-onion-no-garlic,0
7963,Creamy Dal Makhani Recipe,"1 cup Black Urad Dal (Whole),1/2 cup Rajma (Large Kidney Beans),3 tablespoons Fresh cream - full fat,4 tablespoons Butter,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin seeds (Jeera),4 cups Water,1 Onion - finely chopped,1/2 cup Homemade tomato puree,1 teaspoon Ginger - grated,1 teaspoon Garam masala powder,1/8 teaspoon Asafoetida (hing),1 Black cardamom (Badi Elaichi),2 Cloves (Laung),2 Green Chillies - chopped,1 teaspoon Coriander Powder (Dhania),Salt - as required",10,55,65,4,North Indian Recipes,Lunch,High Protein Vegetarian,https://www.archanaskitchen.com/creamy-dal-makhani-recipe,0
7965,Instant Red Chilli Pickle Recipe,"100 grams Fresh Red chillies,3 tablespoons Mustard seeds,1 tablespoon Fennel seeds (Saunf),1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Salt - (adjust as per taste),5 tablespoon Sunflower Oil,1 teaspoon Lemon juice",15,5,20,10,Indian,Side Dish,Vegetarian,https://www.archanaskitchen.com/instant-red-chilli-pickle-recipe,0
7966,Vaangi Shimla Mirchi Bhaji Recipe - Brinjal Capsicum Gravy,"3 Brinjal (Baingan / Eggplant) - Small Purple ones,1 Potato (Aloo) - chopped in cubes,1 Green Bell Pepper (Capsicum) - chopped in cubes,2 Onions - finely chopped,1 Tomato - finely chopped,4 cloves Garlic,1/2 inch Ginger,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Byadagi Chilli Powder,1/2 teaspoon Kashmiri Red Chilli Powder,1 teaspoon Garam masala powder,Salt - to taste,Coriander (Dhania) Leaves - for garnishing,1 tablespoons Sunflower Oil,1/2 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves",35,35,70,4,Maharashtrian Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/vaangi-shimla-mirchi-bhaji-recipe-brinjal-capsicum-gravy,0
7967,Potato Cabbage Pea Vegetable Recipe,"1/2 kg Cauliflower (gobi) - floret,2 Potato (Aloo),1 cup Green peas (Matar),2 teaspoon Red Chilli powder,1 tablespoon Coriander Powder (Dhania),1 tablespoon Turmeric powder (Haldi),2 tablespoon Onion - finely chopped,1 teaspoon Ginger - finely chopped,1 teaspoon Methi Leaves (Fenugreek Leaves),1 sprig Coriander (Dhania) Leaves - for garnishing,Sunflower Oil - as required,Salt - to taste",15,35,50,4,North Indian Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/aloo-gobhi-matar-ki-sabzi-recipe,0
7969,Banana And Ragi Porridge Recipe For Babies And Toddlers,"1 tablespoon Ragi Flour (Finger Millet/ Nagli),1 Ripe Bananas - Small Banana preferably yelakki",2,10,12,2,Indian,Lunch,Vegetarian,http://www.archanaskitchen.com/banana-and-ragi-porridge-recipe-for-babies-and-toddlers,0
7971,Tofu Chocolate Mousse Recipe,"340 grams Tofu - drained (Firm Silken),3/4 cup Cocoa Powder,1/3 cup Maple syrup - or honey,Salt - a pinch,1/2 teaspoons Vanilla Extract,1/4 cup Coconut Oil - melted,1/2 cup Almond Milk (Badam Milk)",10,0,10,8,Continental,Dessert,High Protein Vegetarian,http://www.archanaskitchen.com/tofu-chocolate-mousse-recipe,0
7975,Pumpkin Wade (Sweet Pumpkin Pooris) Recipe,"3 cups Whole Wheat Flour,2 cups Kaddu (Parangikai/ Pumpkin) - peeled and finely chopped,4 teaspoon Cumin seeds (Jeera),1/2 cup Jaggery - grated,2 teaspoon Sesame seeds (Til seeds),1 pinch Cooking soda,2 tablespoon Sunflower Oil,Salt - to taste,Sunflower Oil - for deep frying",20,40,60,4,Indian,Snack,Vegetarian,http://www.archanaskitchen.com/pumpkin-wade-sweet-pumpkin-pooris-recipe,0
7977,Dahi Ma Bheeda Recipe (Dahi Bhindi - Parsi Style Okras Cooked In Yogurt Recipe),"500 grams Bhindi (Lady Finger/Okra) - half inch slice,2 inch Ginger,3 cloves Garlic,1 teaspoon Turmeric powder (Haldi),2 teaspoon Red Chilli powder,3 teaspoon Cumin powder (Jeera),3/4 Curd (Dahi / Yogurt) - beaten till smooth,Salt - to taste,Sunflower Oil - for cooking",10,30,40,4,Parsi Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/dahi-ma-bheeda-recipe-dahi-bhindi-parsi-style-okras-cooked-in-yogurt-recipe,0
7978,Gujarati Sev Tameta Nu Shaak | Sev Tamatar Ki Sabzi Recipe,"6 Tomatoes - halved,1 tablespoon Ghee,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves - finely chopped,2 Green Chilli - slit,1 inch Ginger - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 tablespoon Jaggery,1/2 cup Sev,Salt - to taste",10,15,25,4,Gujarati Recipes?,Main Course,No Onion No Garlic (Sattvic),http://www.archanaskitchen.com/rajasthani-sev-tamatar-ki-sabzi-recipe,0
7983,Broccoli and Pepper Rice Recipe - Broccoli & Pepper Rice (Recipe In Hindi),"1 rice, 1/2 cup broccoli - finely chopped, 1 capsicum (green) - finely chopped, 1 capsicum (red) - finely chopped, 1 onion - finely chopped, 2 green chillies - finely chopped, 3 cloves garlic - finely chopped, 2 tablespoons lemon juice, coriander - finely chopped (little), 2 teaspoons black pepper powder, salt - 1 tablespoon oil, as per taste",20,40,60,4,Indian,Lunch,Vegetarian,https://www.archanaskitchen.com/broccoli-pepper-rice-recipe-in-hindi,0
7984,Thai Style Mung Bean Fritter Recipe,"1 cup Yellow Moong Dal (Split),1 Whole Egg,1 teaspoon Baking powder,2 Stalks Spring Onion Greens - chopped,2 sprig Coriander (Dhania) Leaves,2 Fresh Red chillies - chopped,3 cloves Garlic - chopped,1 teaspoon Sugar,1 Lemon juice,Salt - to taste,2 sprig Coriander (Dhania) Leaves,1 Green Chilli,2 cloves Garlic,1 teaspoon Vinegar",60,25,85,4,Thai,Appetizer,Gluten Free,https://www.archanaskitchen.com/thai-style-mung-bean-fritter-recipe,0
7985,Masala Soda Shikanji Recipe - Masala Soda Shikanji Recipe,"3 cups Sprite - or any Lemon Soda, 2 Lemon - extract the juice, 2 Green Chillies - cut, 1 tsp Chaat Masala Powder, Black Salt or Rock Salt - as per taste, 1/2 tsp Cumin Powder, 3 Lemon - wedges, peppermint - little, 10 ice",15,0,15,3,Indian,Snack,Vegetarian,http://www.archanaskitchen.com/masala-soda-shikanji-recipe-in-hindi,0
7987,Potato Basil Fritters Recipe,"4 Potatoes (Aloo),1/4 cup Basil leaves,3 tablespoon Whole Wheat Bread crumbs,1 tablespoon Italian seasoning,1 Whole Eggs,1 teaspoon Red Chilli flakes,Salt - to taste,Sunflower Oil - for shallow frying",20,30,50,4,Continental,Snack,Vegetarian,http://www.archanaskitchen.com/potato-basil-fritters-recipe,0
7992,Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavored with Rasam Powder),"110 grams Canned tuna - (drained tuna from one standard tin),1 Onion - finely sliced,1 Tomato - chopped to bite-size,1 Green Bell Pepper (Capsicum) - julienned,1 Potato (Aloo) - chopped to bite-size,1 Carrot (Gajjar) - julienned,3 Green Chillies - slit,1 inch Ginger - julienned,2 teaspoons Rasam Powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder - (optional),2 teaspoon Cumin seeds (Jeera),1/2 Lemon - juiced,Salt - to taste,Coriander (Dhania) Leaves - to garnish,Sunflower Oil - to saute,Mixed vegetables - (optional)",15,15,30,4,Fusion,Side Dish,High Protein Non Vegetarian,https://www.archanaskitchen.com/tuna-rasam-bhaji-recipe-tuna-sabzi-flavoured-with-rasam-powder,0
7993,Thai Coconut Garlic Rice Recipe - Thai Coconut Garlic Rice Recipe,"1 teaspoon coconut oil, 4 long garlic - finely chopped, 1 cup rice - washed and soaked for 20 minutes, 1 cup water, 1 cup coconut milk, 1 sprig of green coriander - finely chopped, salt - flavored According, 1 teaspoon coconut oil, 4 cloves garlic - cut straight, 2 tablespoons dry coconut - cut straight and thin",5,20,25,3,Thai,Main Course,Vegetarian,https://www.archanaskitchen.com/thai-coconut-garlic-rice-recipe-in-hindi,0
8005,Kaya Tholi Thoran Recipe (Raw Banana Thoran),"2 Raw banana peel,1/4 teaspoon Turmeric powder (Haldi),2 cups Water,Salt,1/2 cup Fresh coconut - grated,3 Garlic - cloves,1/2 teaspoon Cumin seeds (Jeera),4 Green Chillies,6 Shallots,Salt,1 tablespoon Sunflower Oil,1/4 teaspoon Mustard seeds,2 Dry Red Chillies,8 Curry leaves",10,30,40,2,Kerala Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/kaya-tholi-thoran-recipe,0
8006, Patiala Aloo Recipe,"5 Potatoes - peeled and chopped, 2 tbsp mustard oil - or any other oil, 1 tsp cumin seeds, 1 asafoetida - a pinch, 1/4 tsp fenugreek seeds, 1 green chili - chopped, 1 tsp red Chilli powder, 1 tsp cumin powder, 1 bay leaf, 1 tsp coriander powder, 1/2 tsp amchur powder, 1/2 tsp chaat masala powder, 1/2 tsp garam masala powder, 1/2 tsp Turmeric powder, 1 tsp kasoori methi, 1/3 cup tomato puree, 2 tsp tamarind paste, 1/3 cup green coriander - finely chopped",10,25,35,4,North Indian Recipes,Main Course,No Onion No Garlic (Sattvic),http://www.archanaskitchen.com/patiala-aloo-recipe-in-hindi,0
8009,Quinoa Brown Rice and Vegetable Pulao Recipe,"1 cup Quinoa,1 cup Brown Rice - soaked in water,1/2 cup Cauliflower (gobi) - florets,1 Potato (Aloo) - peeled and diced,1 Carrot (Gajjar) - diced,1/4 cup Green beans (French Beans) - finely chopped,1/4 cup Green peas (Matar),1 teaspoon Garam masala powder,1 teaspoon Black pepper powder,1/2 teaspoon Turmeric powder (Haldi),1 Onion - chopped,1 teaspoon Fennel seeds (Saunf),1/2 inch Ginger - grated,3 cloves Garlic - grated,2 Green Chilli - finely chopped,1/4 cup Lemon juice,1 tablespoon Extra Virgin Olive Oil - or ghee,Salt - to taste,1 cup Coconut milk,4 cups Hot water,Coriander (Dhania) Leaves - few",20,35,55,4,Indian,Lunch,Diabetic Friendly,http://www.archanaskitchen.com/quinoa-brown-rice-and-vegetable-pilaf-recipe,0
8014,Quinoa and Vegetable Saute Recipe,"5 cups Yield,2 cups Quinoa,1 cup Onions - chopped,1 cup Red Bell pepper (Capsicum) - chopped,1 cup Carrots (Gajjar) - diced,1 cup Green peas (Matar) - diced,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Ginger - finely grated,1/2 teaspoon Red Chilli powder,Coriander Powder (Dhania) - A pinch,Turmeric powder (Haldi) - A pinch,1 teaspoon Lemon juice,2 tablespoon Extra Virgin Olive Oil,Salt - to taste",10,25,35,3,Indian,Dinner,High Protein Vegetarian,http://www.archanaskitchen.com/quinoa-and-vegetable-saute-recipe,0
8017,Paneer Do Pyaza Recipe,"1 cup Paneer (Homemade Cottage Cheese) - cubed,Sunflower Oil - as required,1-1/2 Onions - cut lengthwise,1 Onions - cubed,2-1/2 Tomatoes - finely chopped,1 teaspoon Cumin seeds (Jeera),2 Cardamom (Elaichi) Pods/Seeds,1-1/2 teaspoon Ginger Garlic Paste,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1-1/2 teaspoon Red Chilli powder,1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Garam masala powder,1/4 cup Heavy whipping cream,Salt - as required",10,30,40,2,North Indian Recipes,Dinner,Vegetarian,https://www.archanaskitchen.com/paneer-do-pyaza-recipe,0
8019,Pakistani Roasted Gosht Recipe,"750 grams Mutton - cut into medium pieces,6 Onions - sliced,1/2 cup Garlic,4 inch Ginger - sliced,3/4 cup Curd (Dahi / Yogurt),2-1/2 tablespoons Coriander Powder (Dhania),2 teaspoons Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),Salt - as required,1/2 cup Sunflower Oil,4 tablespoons Ghee,2 tablespoons Coriander (Dhania) Leaves - chopped,6 Dry Red Chillies,2 Bay leaf (tej patta),1-1/2 inch Cinnamon Stick (Dalchini),1 teaspoon Mace (Javitri),1 teaspoon Ajwain (Carom seeds),5 Cloves (Laung),5 Whole Black Peppercorns,5 Cardamom (Elaichi) Pods/Seeds,2 Black cardamom (Badi Elaichi),1/2 teaspoon Nutmeg - crushed",10,60,70,5,Pakistani,Dinner,Non Vegeterian,https://www.archanaskitchen.com/pakistani-bhuna-gosht-recipe,0
8021,Mushroom Stuffed Ravioli With Burnt Butter Sauce Recipe,"1 teaspoon Extra Virgin Olive Oil,1-1/2 tablespoons Water - or more if needed,2 Whole Eggs,2 cups All Purpose Flour (Maida),1/4 teaspoon Salt,1 teaspoon Extra Virgin Olive Oil,2-3 clove Garlic - minced,1/2 Onion - chopped,4-5 Button mushrooms - coarsely chopped,3 teaspoon Britannia Cream Cheese,1/3 cup Parmesan cheese - grated,1/2 cup Mozzarella cheese - grated,1/2 cup Spinach - chopped,1 tablespoon Chives - chopped,1 tablespoon Parsley leaves - chopped,1/2 teaspoon Cayenne Pepper,Salt - to taste,Black pepper powder - to taste,1 Egg white - beaten for egg wash,5 tablespoon Butter,5 Basil leaves - finely chopped,5 cloves Garlic - finely chopped,Salt - as per your taste,Black pepper powder - as per your taste",10,45,55,4,Italian Recipes,Dinner,Vegetarian,https://www.archanaskitchen.com/mushroom-stuffed-ravioli-with-burnt-butter-sauce-recipe,0
8022,Badam Milk Recipe - Almond Milk Recipe,"1 cup almonds - soak, 1 liter milk, 1 cup sugar, 2 cardamom - break, 1 tsp saffron",5,30,35,4,Indian,Side Dish,Vegetarian,http://www.archanaskitchen.com/badam-milk-recipe-almond-milk-in-hindi,0
8024,Creamy Beetroot and Potato Puree Recipe - Baby Food,"1 Beetroot,1 Potato (Aloo),Salt - salt,1/4 teaspoon Turmeric powder (Haldi) - (8 months and above),1/4 teaspoon Cumin powder (Jeera) - (8 months and above),1 pinch Asafoetida (hing) - (8 months and above)",10,30,40,2,Indian,Lunch,Vegetarian,http://www.archanaskitchen.com/creamy-beetroot-and-potato-puree-recipe-baby-food,0
8027, Green Beans Fry (Recipe In Hindi),"250 grams green beans, 1/4 teaspoon asafoetida, 1/2 teaspoon cumin seeds, 1 green chili - finely chopped, 1 teaspoon red chilli powder, 1/2 teaspoon turmeric powder, 1 teaspoon coriander powder, oil - Salt according to use",10,30,40,2,Indian,Lunch,Vegetarian,http://www.archanaskitchen.com/green-beans-fry-recipe-in-hindi,0
8029,Cheesy Garlic Spinach Corn Paneer Sandwich Recipe,"2 cloves Garlic - finely chopped,2 cups Spinach - finely chopped,1 cup Sweet corn - steamed,1 cup Paneer (Homemade Cottage Cheese) - cut into small cubes,1/4 cup Britannia Cheese Block - grated,2 tablespoons Nutralite Cheesy Garlic Mayo,8 Whole Wheat Brown Bread - slices,2 tablespoon Herb Butter",10,25,35,4,Continental,World Breakfast,High Protein Vegetarian,http://www.archanaskitchen.com/spinach-corn-sandwich-recipe,0
8034,Shrimp Stir Fry With Cheesy Dip Mayo Recipe,"1/2 Green Bell Pepper (Capsicum) - julienned,1/2 Red Bell pepper (Capsicum) - julienned,1/2 Yellow Bell Pepper (Capsicum) - julienned,1 Onion - finely chopped,2 Tomatoes - finely chopped,7 Garlic - minced,4 Basil leaves - torn,1/2 cup Broccoli - chopped florets,15 Shrimps - de-veined,2 tablespoon Del Monte Cheesy Dip,1 teaspoon Soy sauce,1 tablespoon Green Chilli Sauce,1/2 tablespoon Garam masala powder,2 tablespoon Sunflower Oil,1 teaspoon Red Chilli powder,1/2 teaspoon Salt,1/2 teaspoon Salt,1/2 teaspoon Salt",15,45,60,4,Asian,Side Dish,High Protein Vegetarian,http://www.archanaskitchen.com/shrimp-stir-fry-with-cheesy-dip-mayo-recipe,0
